category,instance_path
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_865
IfcDuctFitting,H:\BIMCompNet\Theater\IfcDuctFitting\12_IfcDuctFitting_773
IfcPipeFitting,H:\BIMCompNet\School\IfcPipeFitting\11_IfcPipeFitting_1702
IfcCableCarrierSegment,H:\BIMCompNet\School\IfcCableCarrierSegment\11_IfcCableCarrierSegment_1003
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_21948
IfcRailing,H:\BIMCompNet\ResidentialBuilding\IfcRailing\10_IfcRailing_11
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_1475
IfcSlab,H:\BIMCompNet\Hotels\IfcSlab\3_IfcSlab_1124
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_5278
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1039
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_8728
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_11695
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_3165
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_670
IfcPipeFitting,H:\BIMCompNet\Hotels\IfcPipeFitting\3_IfcPipeFitting_1120
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_942
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_79
IfcCableCarrierFitting,H:\BIMCompNet\School\IfcCableCarrierFitting\11_IfcCableCarrierFitting_328
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_52
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_948
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_543
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_38185
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_34368
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_101
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_35050
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_14185
IfcCovering,H:\BIMCompNet\Malls\IfcCovering\5_IfcCovering_177
IfcCableCarrierSegment,H:\BIMCompNet\Malls\IfcCableCarrierSegment\5_IfcCableCarrierSegment_3590
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWall\9_IfcWall_3239
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_1353
IfcStairFlight,H:\BIMCompNet\Hotels\IfcStairFlight\3_IfcStairFlight_66
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_50293
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_5074
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_1810
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_275
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_7471
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_3092
IfcStairFlight,H:\BIMCompNet\ResidentialBuilding\IfcStairFlight\10_IfcStairFlight_5
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_574
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_35227
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_523
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_7900
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_3814
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_5461
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_1623
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_47479
IfcColumn,H:\BIMCompNet\Layout\IfcColumn\4_IfcColumn_147
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_146
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_11268
IfcSlab,H:\BIMCompNet\Villa\IfcSlab\13_IfcSlab_958
IfcRailing,H:\BIMCompNet\Layout\IfcRailing\4_IfcRailing_135
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_7332
IfcSlab,H:\BIMCompNet\ResidentialBuilding\IfcSlab\10_IfcSlab_1169
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_76191
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1223
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_2733
IfcColumn,H:\BIMCompNet\Metro\IfcColumn\6_IfcColumn_389
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_7849
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_4848
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_27937
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_22679
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_321
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_626
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1055
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_108
IfcPipeSegment,H:\BIMCompNet\Metro\IfcPipeSegment\6_IfcPipeSegment_21910
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_589
IfcDuctSegment,H:\BIMCompNet\Hotels\IfcDuctSegment\3_IfcDuctSegment_86
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_47361
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_6034
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_427
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_5289
IfcPipeFitting,H:\BIMCompNet\Metro\IfcPipeFitting\6_IfcPipeFitting_774
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_18310
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_385
IfcRailing,H:\BIMCompNet\Hotels\IfcRailing\3_IfcRailing_147
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_1054
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_36291
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_1603
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_756
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_201
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_41287
IfcDuctFitting,H:\BIMCompNet\OfficeBuilding\IfcDuctFitting\8_IfcDuctFitting_396
IfcCableCarrierFitting,H:\BIMCompNet\Hotels\IfcCableCarrierFitting\3_IfcCableCarrierFitting_492
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_6767
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_21373
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1529
IfcCableCarrierSegment,H:\BIMCompNet\Theater\IfcCableCarrierSegment\12_IfcCableCarrierSegment_211
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3034
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_357
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_4165
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_839
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_5799
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_321
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_2877
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_18227
IfcCurtainWall,H:\BIMCompNet\FactoryBuilding\IfcCurtainWall\1_IfcCurtainWall_0
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_12450
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_1123
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_239
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_373
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_3054
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_329
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_13222
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_8497
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_820
IfcWall,H:\BIMCompNet\ResidentialBuilding\IfcWall\10_IfcWall_4893
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_3721
IfcPipeSegment,H:\BIMCompNet\ResidentialBuilding\IfcPipeSegment\10_IfcPipeSegment_248
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_5000
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_559
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_6943
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_3666
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_20930
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_677
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_104764
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_5934
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_3931
IfcPipeFitting,H:\BIMCompNet\PublicBuilding\IfcPipeFitting\9_IfcPipeFitting_502
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_10144
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_1020
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_10213
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_238
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_297
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_1975
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_235
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_1621
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_2934
IfcDuctFitting,H:\BIMCompNet\School\IfcDuctFitting\11_IfcDuctFitting_1045
IfcWall,H:\BIMCompNet\ResidentialBuilding\IfcWall\10_IfcWall_1734
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_230
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_7045
IfcWall,H:\BIMCompNet\ResidentialBuilding\IfcWall\10_IfcWall_8291
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_5075
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_1202
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_413
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_13692
IfcSlab,H:\BIMCompNet\PublicBuilding\IfcSlab\9_IfcSlab_861
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_12114
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_5109
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_1009
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_7761
IfcPipeFitting,H:\BIMCompNet\Metro\IfcPipeFitting\6_IfcPipeFitting_1372
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_515
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_8539
IfcCableCarrierSegment,H:\BIMCompNet\ResidentialBuilding\IfcCableCarrierSegment\10_IfcCableCarrierSegment_165
IfcPipeSegment,H:\BIMCompNet\ResidentialBuilding\IfcPipeSegment\10_IfcPipeSegment_15111
IfcPipeFitting,H:\BIMCompNet\EquipmentRoom\IfcPipeFitting\0_IfcPipeFitting_3689
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_6445
IfcPipeFitting,H:\BIMCompNet\Metro\IfcPipeFitting\6_IfcPipeFitting_1986
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_2171
IfcStairFlight,H:\BIMCompNet\Villa\IfcStairFlight\13_IfcStairFlight_101
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_1967
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_1322
IfcSlab,H:\BIMCompNet\ResidentialBuilding\IfcSlab\10_IfcSlab_632
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_2305
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_14746
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_1340
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_2403
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_492
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_5731
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_84485
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_3592
IfcStairFlight,H:\BIMCompNet\Theater\IfcStairFlight\12_IfcStairFlight_143
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_364
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_19705
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_482
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_2536
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_751
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_3454
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_404
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1724
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_25740
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_2624
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_433
IfcWall,H:\BIMCompNet\FactoryBuilding\IfcWall\1_IfcWall_521
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_14075
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_17838
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_19680
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_472
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_6291
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_10304
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_4187
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_10615
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_3386
IfcCovering,H:\BIMCompNet\Hospital\IfcCovering\2_IfcCovering_3073
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_4082
IfcPipeSegment,H:\BIMCompNet\School\IfcPipeSegment\11_IfcPipeSegment_13797
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_39
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_3051
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_208
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_581
IfcStairFlight,H:\BIMCompNet\FactoryBuilding\IfcStairFlight\1_IfcStairFlight_51
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_13056
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_361
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_30
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_1708
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_635
IfcDuctSegment,H:\BIMCompNet\Theater\IfcDuctSegment\12_IfcDuctSegment_2049
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_15641
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_29605
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_7330
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_7484
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_6341
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_18831
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_77
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_14580
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_255
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_1592
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1161
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_7886
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_4717
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_8478
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_10184
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_1212
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_5595
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_5987
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1586
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_8044
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_890
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_2573
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_16076
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_10176
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1278
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_7216
IfcCableCarrierSegment,H:\BIMCompNet\Hotels\IfcCableCarrierSegment\3_IfcCableCarrierSegment_841
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_5682
IfcCurtainWall,H:\BIMCompNet\Theater\IfcCurtainWall\12_IfcCurtainWall_75
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_368
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_3199
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_297
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_636
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_4062
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_824
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_112268
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_3521
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_4605
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_168
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_812
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_53540
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_8918
IfcCableCarrierFitting,H:\BIMCompNet\Hotels\IfcCableCarrierFitting\3_IfcCableCarrierFitting_426
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_586
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_663
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_60330
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_13366
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_7578
IfcDuctSegment,H:\BIMCompNet\Hotels\IfcDuctSegment\3_IfcDuctSegment_3959
IfcCableCarrierSegment,H:\BIMCompNet\Theater\IfcCableCarrierSegment\12_IfcCableCarrierSegment_724
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_70
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1275
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_2290
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_645
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_5948
IfcSlab,H:\BIMCompNet\Hotels\IfcSlab\3_IfcSlab_1200
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_212
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_6402
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_7426
IfcDuctFitting,H:\BIMCompNet\EquipmentRoom\IfcDuctFitting\0_IfcDuctFitting_2181
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_8092
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_1030
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_7490
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_10447
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_919
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_8225
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_9572
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_384
IfcCableCarrierSegment,H:\BIMCompNet\School\IfcCableCarrierSegment\11_IfcCableCarrierSegment_902
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_5156
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_1242
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_1694
IfcWall,H:\BIMCompNet\FactoryBuilding\IfcWall\1_IfcWall_1370
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_22817
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_2153
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_9362
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_289
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_21942
IfcCableCarrierSegment,H:\BIMCompNet\School\IfcCableCarrierSegment\11_IfcCableCarrierSegment_815
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_745
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_9492
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_1109
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_6787
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_37305
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_7329
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWall\9_IfcWall_3917
