category,instance_path
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_12256
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcMechanicalFastener\0_IfcMechanicalFastener_49
IfcDoor,H:\BIMCompNet\Theater\IfcDoor\12_IfcDoor_141
IfcRamp,H:\BIMCompNet\Layout\IfcRamp\4_IfcRamp_53
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_4892
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_279
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_106
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_1047
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_208
IfcDuctFitting,H:\BIMCompNet\OfficeBuilding\IfcDuctFitting\8_IfcDuctFitting_1422
IfcColumn,H:\BIMCompNet\Metro\IfcColumn\6_IfcColumn_1495
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_2504
IfcRoof,H:\BIMCompNet\OfficeBuilding\IfcRoof\8_IfcRoof_42
IfcFlowController,H:\BIMCompNet\Hospital\IfcFlowMeter\2_IfcFlowMeter_8
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_3079
IfcValve,H:\BIMCompNet\PublicBuilding\IfcValve\9_IfcValve_83
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_333
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_1307
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_23
IfcColumn,H:\BIMCompNet\OfficeBuilding\IfcColumn\8_IfcColumn_3626
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_90
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_8382
IfcCableCarrierSegment,H:\BIMCompNet\Hotels\IfcCableCarrierSegment\3_IfcCableCarrierSegment_1651
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_1201
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_267
IfcDuctSegment,H:\BIMCompNet\Hotels\IfcDuctSegment\3_IfcDuctSegment_3334
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_1830
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_194
IfcRamp,H:\BIMCompNet\Layout\IfcRamp\4_IfcRamp_30
IfcFlowMovingDevice,H:\BIMCompNet\EquipmentRoom\IfcFlowMovingDevice\0_IfcFlowMovingDevice_6
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_105
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_379
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWallStandardCase\9_IfcWallStandardCase_466
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_11425
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_55
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_160
IfcPipeFitting,H:\BIMCompNet\Malls\IfcPipeFitting\5_IfcPipeFitting_933
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_34
IfcSanitaryTerminal,H:\BIMCompNet\Hospital\IfcSanitaryTerminal\2_IfcSanitaryTerminal_4
IfcCovering,H:\BIMCompNet\Hospital\IfcCovering\2_IfcCovering_1496
IfcEnergyConversionDevice,H:\BIMCompNet\Metro\IfcCoil\6_IfcCoil_6
IfcPlate,H:\BIMCompNet\FactoryBuilding\IfcPlate\1_IfcPlate_92
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_103
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_15198
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_40
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_67
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_162
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_2811
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_670
IfcRoof,H:\BIMCompNet\Theater\IfcRoof\12_IfcRoof_5
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_18388
IfcFlowController,H:\BIMCompNet\EquipmentRoom\IfcFlowController\0_IfcFlowController_121
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_859
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_2401
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_183
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_287
IfcDamper,H:\BIMCompNet\Theater\IfcDamper\12_IfcDamper_25
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_4420
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_120
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_88
IfcPipeFitting,H:\BIMCompNet\FactoryBuilding\IfcPipeFitting\1_IfcPipeFitting_531
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_312
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_597
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_99
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_2905
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_317
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1655
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_19362
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_37
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_3027
IfcRamp,H:\BIMCompNet\Malls\IfcRamp\5_IfcRamp_16
IfcSanitaryTerminal,H:\BIMCompNet\Hospital\IfcSanitaryTerminal\2_IfcSanitaryTerminal_23
IfcRoof,H:\BIMCompNet\Museum\IfcRoof\7_IfcRoof_34
IfcDoor,H:\BIMCompNet\Metro\IfcDoor\6_IfcDoor_42
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_2700
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_379
IfcSlab,H:\BIMCompNet\Theater\IfcSlab\12_IfcSlab_743
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_147
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_180
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1124
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_1489
IfcMember,H:\BIMCompNet\Museum\IfcMember\7_IfcMember_21
IfcRamp,H:\BIMCompNet\Hospital\IfcRamp\2_IfcRamp_42
IfcMember,H:\BIMCompNet\Metro\IfcMember\6_IfcMember_205
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_5348
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_407
IfcPipeSegment,H:\BIMCompNet\School\IfcPipeSegment\11_IfcPipeSegment_8310
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_3630
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_965
IfcRamp,H:\BIMCompNet\School\IfcRamp\11_IfcRamp_1
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_461
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_78
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_646
IfcWindow,H:\BIMCompNet\Villa\IfcWindow\13_IfcWindow_194
IfcColumn,H:\BIMCompNet\Metro\IfcColumn\6_IfcColumn_326
IfcPipeSegment,H:\BIMCompNet\Metro\IfcPipeSegment\6_IfcPipeSegment_11937
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_34837
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_47
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_438
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_40673
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_303
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_11161
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_294
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_1247
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_219
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_716
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_643
IfcPlate,H:\BIMCompNet\OfficeBuilding\IfcPlate\8_IfcPlate_197
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_36
IfcFlowController,H:\BIMCompNet\FactoryBuilding\IfcFlowMeter\1_IfcFlowMeter_1
IfcEnergyConversionDevice,H:\BIMCompNet\School\IfcCoil\11_IfcCoil_14
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_3149
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_29
IfcDuctFitting,H:\BIMCompNet\EquipmentRoom\IfcDuctFitting\0_IfcDuctFitting_58
IfcRoof,H:\BIMCompNet\FactoryBuilding\IfcRoof\1_IfcRoof_20
IfcDoor,H:\BIMCompNet\Metro\IfcDoor\6_IfcDoor_144
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_272
IfcFlowController,H:\BIMCompNet\EquipmentRoom\IfcFlowController\0_IfcFlowController_122
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_6477
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_299
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcCoil\2_IfcCoil_65
IfcCurtainWall,H:\BIMCompNet\EquipmentRoom\IfcCurtainWall\0_IfcCurtainWall_2
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcCoil\2_IfcCoil_19
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_5035
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_92
IfcPlate,H:\BIMCompNet\OfficeBuilding\IfcPlate\8_IfcPlate_36
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_252
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_538
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_3570
IfcWall,H:\BIMCompNet\Malls\IfcWallStandardCase\5_IfcWallStandardCase_9365
IfcRamp,H:\BIMCompNet\Hospital\IfcRamp\2_IfcRamp_21
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_33497
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1527
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_172
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_2708
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_11277
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_2643
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_30
IfcRamp,H:\BIMCompNet\Hospital\IfcRamp\2_IfcRamp_43
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_303
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_23454
IfcSanitaryTerminal,H:\BIMCompNet\PublicBuilding\IfcSanitaryTerminal\9_IfcSanitaryTerminal_24
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_169
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_56
IfcPipeSegment,H:\BIMCompNet\Metro\IfcPipeSegment\6_IfcPipeSegment_15781
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_5414
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_121
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_2734
IfcWall,H:\BIMCompNet\Hotels\IfcWall\3_IfcWall_5420
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_1518
IfcFlowController,H:\BIMCompNet\EquipmentRoom\IfcFlowMeter\0_IfcFlowMeter_6
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_76
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcPump\6_IfcPump_41
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1640
IfcEnergyConversionDevice,H:\BIMCompNet\Metro\IfcCoil\6_IfcCoil_0
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcCoil\2_IfcCoil_73
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_82810
IfcWindow,H:\BIMCompNet\ResidentialBuilding\IfcWindow\10_IfcWindow_42
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1050
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_65
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_3252
IfcStair,H:\BIMCompNet\Layout\IfcStair\4_IfcStair_192
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_100
IfcSanitaryTerminal,H:\BIMCompNet\OfficeBuilding\IfcSanitaryTerminal\8_IfcSanitaryTerminal_8
IfcEnergyConversionDevice,H:\BIMCompNet\EquipmentRoom\IfcHeatExchanger\0_IfcHeatExchanger_4
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_16196
IfcDoor,H:\BIMCompNet\EquipmentRoom\IfcDoor\0_IfcDoor_80
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_135
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_7474
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_208
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_2107
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_42
IfcCurtainWall,H:\BIMCompNet\Museum\IfcCurtainWall\7_IfcCurtainWall_44
IfcWall,H:\BIMCompNet\Malls\IfcWall\5_IfcWall_12113
IfcRoof,H:\BIMCompNet\Villa\IfcRoof\13_IfcRoof_25
IfcDamper,H:\BIMCompNet\EquipmentRoom\IfcDamper\0_IfcDamper_87
IfcSanitaryTerminal,H:\BIMCompNet\FactoryBuilding\IfcSanitaryTerminal\1_IfcSanitaryTerminal_5
IfcCableCarrierSegment,H:\BIMCompNet\Malls\IfcCableCarrierSegment\5_IfcCableCarrierSegment_3579
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcCoil\2_IfcCoil_29
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_669
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_62
IfcRoof,H:\BIMCompNet\Villa\IfcRoof\13_IfcRoof_37
IfcRailing,H:\BIMCompNet\ResidentialBuilding\IfcRailing\10_IfcRailing_44
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_19740
IfcDoor,H:\BIMCompNet\Villa\IfcDoor\13_IfcDoor_135
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_99918
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_8049
IfcRamp,H:\BIMCompNet\Hospital\IfcRamp\2_IfcRamp_44
IfcValve,H:\BIMCompNet\EquipmentRoom\IfcValve\0_IfcValve_109
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_132
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_545
IfcDuctFitting,H:\BIMCompNet\Hotels\IfcDuctFitting\3_IfcDuctFitting_309
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_410
IfcPipeSegment,H:\BIMCompNet\Metro\IfcPipeSegment\6_IfcPipeSegment_10183
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_169
IfcDuctFitting,H:\BIMCompNet\PublicBuilding\IfcDuctFitting\9_IfcDuctFitting_3729
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_44
IfcColumn,H:\BIMCompNet\School\IfcColumn\11_IfcColumn_789
IfcRoof,H:\BIMCompNet\Malls\IfcRoof\5_IfcRoof_0
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_805
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_539
IfcRamp,H:\BIMCompNet\Layout\IfcRamp\4_IfcRamp_71
IfcDuctFitting,H:\BIMCompNet\School\IfcDuctFitting\11_IfcDuctFitting_173
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_138
IfcDoor,H:\BIMCompNet\Malls\IfcDoor\5_IfcDoor_364
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_368
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_5808
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_198
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_362
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_149
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_513
IfcCableCarrierSegment,H:\BIMCompNet\Hotels\IfcCableCarrierSegment\3_IfcCableCarrierSegment_2095
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1351
IfcAirTerminal,H:\BIMCompNet\EquipmentRoom\IfcAirTerminal\0_IfcAirTerminal_99
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWall\9_IfcWall_1303
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_8688
IfcFlowController,H:\BIMCompNet\ResidentialBuilding\IfcSwitchingDevice\10_IfcSwitchingDevice_3
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_325
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_343
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_4405
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_62
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_34
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_924
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_306
IfcRoof,H:\BIMCompNet\OfficeBuilding\IfcRoof\8_IfcRoof_4
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_192
IfcSlab,H:\BIMCompNet\ResidentialBuilding\IfcSlab\10_IfcSlab_432
IfcDuctSilencer,H:\BIMCompNet\OfficeBuilding\IfcDuctSilencer\8_IfcDuctSilencer_4
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_2148
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_255
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_166
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_365
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_145
IfcRoof,H:\BIMCompNet\Villa\IfcRoof\13_IfcRoof_46
IfcSanitaryTerminal,H:\BIMCompNet\Metro\IfcSanitaryTerminal\6_IfcSanitaryTerminal_31
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_162
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_906
IfcStairFlight,H:\BIMCompNet\Metro\IfcStairFlight\6_IfcStairFlight_114
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_1251
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_266
IfcStair,H:\BIMCompNet\EquipmentRoom\IfcStair\0_IfcStair_14
IfcRailing,H:\BIMCompNet\ResidentialBuilding\IfcRailing\10_IfcRailing_182
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_32942
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_371
IfcRamp,H:\BIMCompNet\Layout\IfcRamp\4_IfcRamp_29
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_135
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_2980
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_45
IfcColumn,H:\BIMCompNet\Layout\IfcColumn\4_IfcColumn_2112
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_91
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_897
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_7509
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_318
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_8661
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_273
IfcWindow,H:\BIMCompNet\FactoryBuilding\IfcWindow\1_IfcWindow_9
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_426
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_4987
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_430
IfcCableCarrierSegment,H:\BIMCompNet\Theater\IfcCableCarrierSegment\12_IfcCableCarrierSegment_550
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_144
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_168
IfcFlowController,H:\BIMCompNet\School\IfcSwitchingDevice\11_IfcSwitchingDevice_2
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_86
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_238
IfcAirTerminal,H:\BIMCompNet\Malls\IfcAirTerminal\5_IfcAirTerminal_2
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_493
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_310
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_68837
IfcFlowController,H:\BIMCompNet\EquipmentRoom\IfcFlowMeter\0_IfcFlowMeter_24
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_194
IfcRailing,H:\BIMCompNet\ResidentialBuilding\IfcRailing\10_IfcRailing_122
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_35
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_3041
IfcValve,H:\BIMCompNet\FactoryBuilding\IfcValve\1_IfcValve_31
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_45485
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_17975
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_116
IfcWall,H:\BIMCompNet\Layout\IfcWall\4_IfcWall_1083
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_39070
IfcSlab,H:\BIMCompNet\PublicBuilding\IfcSlab\9_IfcSlab_38
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_125
IfcDuctFitting,H:\BIMCompNet\Theater\IfcDuctFitting\12_IfcDuctFitting_1358
IfcSanitaryTerminal,H:\BIMCompNet\Hospital\IfcSanitaryTerminal\2_IfcSanitaryTerminal_29
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_179
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_991
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_295
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_4524
IfcDoor,H:\BIMCompNet\Hotels\IfcDoor\3_IfcDoor_183
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_9373
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_476
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_25590
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_48
