category,instance_path
IfcAirTerminal,H:\BIMCompNet\Theater\IfcAirTerminal\12_IfcAirTerminal_10
IfcWindow,H:\BIMCompNet\Villa\IfcWindow\13_IfcWindow_168
IfcValve,H:\BIMCompNet\OfficeBuilding\IfcValve\8_IfcValve_70
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_9558
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_49
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_595
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_84
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_133
IfcAirTerminal,H:\BIMCompNet\School\IfcAirTerminal\11_IfcAirTerminal_8
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_308
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_365
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_150
IfcWall,H:\BIMCompNet\ResidentialBuilding\IfcWall\10_IfcWall_4174
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowMeter\6_IfcFlowMeter_1
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_138
IfcSanitaryTerminal,H:\BIMCompNet\OfficeBuilding\IfcSanitaryTerminal\8_IfcSanitaryTerminal_55
IfcFilter,H:\BIMCompNet\EquipmentRoom\IfcFilter\0_IfcFilter_91
IfcMember,H:\BIMCompNet\PublicBuilding\IfcMember\9_IfcMember_156
IfcRampFlight,H:\BIMCompNet\OfficeBuilding\IfcRampFlight\8_IfcRampFlight_21
IfcCableCarrierFitting,H:\BIMCompNet\ResidentialBuilding\IfcCableCarrierFitting\10_IfcCableCarrierFitting_80
IfcRampFlight,H:\BIMCompNet\OfficeBuilding\IfcRampFlight\8_IfcRampFlight_47
IfcRampFlight,H:\BIMCompNet\OfficeBuilding\IfcRampFlight\8_IfcRampFlight_35
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1535
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_27
IfcDuctFitting,H:\BIMCompNet\Hotels\IfcDuctFitting\3_IfcDuctFitting_1276
IfcFurnishingElement,H:\BIMCompNet\Hotels\IfcFurniture\3_IfcFurniture_16
IfcFlowStorageDevice,H:\BIMCompNet\PublicBuilding\IfcFlowStorageDevice\9_IfcFlowStorageDevice_3
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_44
IfcSanitaryTerminal,H:\BIMCompNet\Hospital\IfcSanitaryTerminal\2_IfcSanitaryTerminal_17
IfcFlowMovingDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowMovingDevice\8_IfcFlowMovingDevice_89
IfcCovering,H:\BIMCompNet\OfficeBuilding\IfcCovering\8_IfcCovering_501
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_272
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_629
IfcBuildingElementProxy,H:\BIMCompNet\Metro\IfcBuildingElementProxy\6_IfcBuildingElementProxy_41
IfcSanitaryTerminal,H:\BIMCompNet\Theater\IfcSanitaryTerminal\12_IfcSanitaryTerminal_7
IfcDistributionControlElement,H:\BIMCompNet\Theater\IfcFlowInstrument\12_IfcFlowInstrument_13
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_3454
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_379
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_148
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_30
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_546
IfcValve,H:\BIMCompNet\Malls\IfcValve\5_IfcValve_10
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_4390
IfcFlowTreatmentDevice,H:\BIMCompNet\ResidentialBuilding\IfcFlowTreatmentDevice\10_IfcFlowTreatmentDevice_11
IfcWall,H:\BIMCompNet\Hotels\IfcWall\3_IfcWall_5202
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_172
IfcSanitaryTerminal,H:\BIMCompNet\Metro\IfcSanitaryTerminal\6_IfcSanitaryTerminal_65
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_40
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_937
IfcBuildingElementProxy,H:\BIMCompNet\FactoryBuilding\IfcBuildingElementProxy\1_IfcBuildingElementProxy_13
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_40
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_1541
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_197
IfcPile,H:\BIMCompNet\ResidentialBuilding\IfcPile\10_IfcPile_13
IfcDistributionControlElement,H:\BIMCompNet\Hospital\IfcFlowInstrument\2_IfcFlowInstrument_10
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_261
IfcWindow,H:\BIMCompNet\Villa\IfcWindow\13_IfcWindow_194
IfcStair,H:\BIMCompNet\Theater\IfcStair\12_IfcStair_353
IfcFireSuppressionTerminal,H:\BIMCompNet\EquipmentRoom\IfcFireSuppressionTerminal\0_IfcFireSuppressionTerminal_45
IfcBuildingElementProxy,H:\BIMCompNet\PublicBuilding\IfcBuildingElementProxy\9_IfcBuildingElementProxy_2
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_122
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcEnergyConversionDevice\2_IfcEnergyConversionDevice_24
IfcFlowController,H:\BIMCompNet\EquipmentRoom\IfcFlowMeter\0_IfcFlowMeter_29
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_117
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_6674
IfcPile,H:\BIMCompNet\Hospital\IfcPile\2_IfcPile_4
IfcStairFlight,H:\BIMCompNet\Theater\IfcStairFlight\12_IfcStairFlight_139
IfcFlowMovingDevice,H:\BIMCompNet\EquipmentRoom\IfcFlowMovingDevice\0_IfcFlowMovingDevice_139
IfcEnergyConversionDevice,H:\BIMCompNet\Metro\IfcCoil\6_IfcCoil_11
IfcFlowMovingDevice,H:\BIMCompNet\PublicBuilding\IfcPump\9_IfcPump_5
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1531
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_45
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_3842
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_241
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_215
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_12398
IfcSanitaryTerminal,H:\BIMCompNet\Malls\IfcSanitaryTerminal\5_IfcSanitaryTerminal_291
IfcFlowTreatmentDevice,H:\BIMCompNet\PublicBuilding\IfcInterceptor\9_IfcInterceptor_1
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_561
IfcPile,H:\BIMCompNet\Theater\IfcPile\12_IfcPile_11
IfcLightFixture,H:\BIMCompNet\EquipmentRoom\IfcLightFixture\0_IfcLightFixture_29
IfcRoof,H:\BIMCompNet\OfficeBuilding\IfcRoof\8_IfcRoof_30
IfcRamp,H:\BIMCompNet\Metro\IfcRamp\6_IfcRamp_4
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_2420
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_135
IfcBeam,H:\BIMCompNet\Metro\IfcBeam\6_IfcBeam_2180
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_5530
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_706
IfcCurtainWall,H:\BIMCompNet\Theater\IfcCurtainWall\12_IfcCurtainWall_49
IfcCableCarrierFitting,H:\BIMCompNet\Theater\IfcCableCarrierFitting\12_IfcCableCarrierFitting_239
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_13
IfcDamper,H:\BIMCompNet\EquipmentRoom\IfcDamper\0_IfcDamper_64
IfcCovering,H:\BIMCompNet\EquipmentRoom\IfcCovering\0_IfcCovering_6804
IfcDistributionControlElement,H:\BIMCompNet\EquipmentRoom\IfcFlowInstrument\0_IfcFlowInstrument_94
IfcDuctSilencer,H:\BIMCompNet\Theater\IfcDuctSilencer\12_IfcDuctSilencer_5
IfcPipeFitting,H:\BIMCompNet\EquipmentRoom\IfcPipeFitting\0_IfcPipeFitting_133
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_98
IfcValve,H:\BIMCompNet\School\IfcValve\11_IfcValve_9
IfcFlowStorageDevice,H:\BIMCompNet\EquipmentRoom\IfcTank\0_IfcTank_5
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_114
IfcDamper,H:\BIMCompNet\OfficeBuilding\IfcDamper\8_IfcDamper_195
IfcPile,H:\BIMCompNet\Hospital\IfcPile\2_IfcPile_53
IfcBuildingElementProxy,H:\BIMCompNet\FactoryBuilding\IfcBuildingElementProxy\1_IfcBuildingElementProxy_2
IfcCableCarrierFitting,H:\BIMCompNet\FactoryBuilding\IfcCableCarrierFitting\1_IfcCableCarrierFitting_54
IfcPile,H:\BIMCompNet\Theater\IfcPile\12_IfcPile_9
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_948
IfcFlowStorageDevice,H:\BIMCompNet\Malls\IfcTank\5_IfcTank_1
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1164
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_104810
IfcPipeSegment,H:\BIMCompNet\Metro\IfcPipeSegment\6_IfcPipeSegment_10183
IfcWall,H:\BIMCompNet\Malls\IfcWallStandardCase\5_IfcWallStandardCase_5983
IfcPile,H:\BIMCompNet\PublicBuilding\IfcPile\9_IfcPile_18
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_5233
IfcCurtainWall,H:\BIMCompNet\School\IfcCurtainWall\11_IfcCurtainWall_451
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_99
IfcWall,H:\BIMCompNet\Malls\IfcWallStandardCase\5_IfcWallStandardCase_451
IfcRoof,H:\BIMCompNet\Villa\IfcRoof\13_IfcRoof_3
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_110
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_2345
IfcMember,H:\BIMCompNet\Museum\IfcMember\7_IfcMember_22
IfcFireSuppressionTerminal,H:\BIMCompNet\EquipmentRoom\IfcFireSuppressionTerminal\0_IfcFireSuppressionTerminal_1
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_52
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_721
IfcMember,H:\BIMCompNet\Malls\IfcMember\5_IfcMember_72
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_1333
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_1133
IfcFurnishingElement,H:\BIMCompNet\Hotels\IfcFurniture\3_IfcFurniture_13
IfcWall,H:\BIMCompNet\Theater\IfcWall\12_IfcWall_4099
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_643
IfcFireSuppressionTerminal,H:\BIMCompNet\PublicBuilding\IfcFireSuppressionTerminal\9_IfcFireSuppressionTerminal_0
IfcBuildingElementProxy,H:\BIMCompNet\OfficeBuilding\IfcBuildingElementProxy\8_IfcBuildingElementProxy_42
IfcStairFlight,H:\BIMCompNet\Theater\IfcStairFlight\12_IfcStairFlight_49
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_14450
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_6940
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_384
IfcWall,H:\BIMCompNet\School\IfcWall\11_IfcWall_259
IfcFlowController,H:\BIMCompNet\Metro\IfcFlowController\6_IfcFlowController_58
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_1725
IfcStairFlight,H:\BIMCompNet\Museum\IfcStairFlight\7_IfcStairFlight_33
IfcFireSuppressionTerminal,H:\BIMCompNet\EquipmentRoom\IfcFireSuppressionTerminal\0_IfcFireSuppressionTerminal_16
IfcPile,H:\BIMCompNet\School\IfcPile\11_IfcPile_16
IfcStair,H:\BIMCompNet\Malls\IfcStair\5_IfcStair_49
IfcDistributionControlElement,H:\BIMCompNet\ResidentialBuilding\IfcFlowInstrument\10_IfcFlowInstrument_9
IfcValve,H:\BIMCompNet\EquipmentRoom\IfcValve\0_IfcValve_142
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_55
IfcWindow,H:\BIMCompNet\Layout\IfcWindow\4_IfcWindow_12
IfcFlowTreatmentDevice,H:\BIMCompNet\ResidentialBuilding\IfcFlowTreatmentDevice\10_IfcFlowTreatmentDevice_30
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_9100
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_465
IfcFlowMovingDevice,H:\BIMCompNet\EquipmentRoom\IfcPump\0_IfcPump_18
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_85
IfcFireSuppressionTerminal,H:\BIMCompNet\EquipmentRoom\IfcFireSuppressionTerminal\0_IfcFireSuppressionTerminal_48
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_2523
IfcRailing,H:\BIMCompNet\ResidentialBuilding\IfcRailing\10_IfcRailing_44
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_576
IfcFlowStorageDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowStorageDevice\8_IfcFlowStorageDevice_19
IfcMember,H:\BIMCompNet\Metro\IfcMember\6_IfcMember_274
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_26
IfcValve,H:\BIMCompNet\ResidentialBuilding\IfcValve\10_IfcValve_42
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_217
IfcFlowMovingDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowMovingDevice\8_IfcFlowMovingDevice_52
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_21
IfcDoor,H:\BIMCompNet\Malls\IfcDoor\5_IfcDoor_109
IfcRoof,H:\BIMCompNet\Layout\IfcRoof\4_IfcRoof_118
IfcDistributionControlElement,H:\BIMCompNet\EquipmentRoom\IfcDistributionControlElement\0_IfcDistributionControlElement_2
IfcPlate,H:\BIMCompNet\OfficeBuilding\IfcPlate\8_IfcPlate_189
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_737
IfcDoor,H:\BIMCompNet\Villa\IfcDoor\13_IfcDoor_156
IfcSanitaryTerminal,H:\BIMCompNet\Theater\IfcSanitaryTerminal\12_IfcSanitaryTerminal_17
IfcRamp,H:\BIMCompNet\Malls\IfcRamp\5_IfcRamp_12
IfcRampFlight,H:\BIMCompNet\Hospital\IfcRampFlight\2_IfcRampFlight_53
IfcFilter,H:\BIMCompNet\EquipmentRoom\IfcFilter\0_IfcFilter_75
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_19
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_352
IfcColumn,H:\BIMCompNet\School\IfcColumn\11_IfcColumn_1740
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_996
IfcFlowStorageDevice,H:\BIMCompNet\PublicBuilding\IfcFlowStorageDevice\9_IfcFlowStorageDevice_13
IfcFurnishingElement,H:\BIMCompNet\Villa\IfcFurniture\13_IfcFurniture_69
IfcRamp,H:\BIMCompNet\OfficeBuilding\IfcRamp\8_IfcRamp_142
IfcPlate,H:\BIMCompNet\OfficeBuilding\IfcPlate\8_IfcPlate_23
IfcEnergyConversionDevice,H:\BIMCompNet\Hospital\IfcCoil\2_IfcCoil_4
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_114
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_11793
IfcCableCarrierSegment,H:\BIMCompNet\PublicBuilding\IfcCableCarrierSegment\9_IfcCableCarrierSegment_3717
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_947
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_9144
IfcDistributionControlElement,H:\BIMCompNet\EquipmentRoom\IfcFlowInstrument\0_IfcFlowInstrument_62
IfcRoof,H:\BIMCompNet\Villa\IfcRoof\13_IfcRoof_46
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_362
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_38
IfcPipeSegment,H:\BIMCompNet\PublicBuilding\IfcPipeSegment\9_IfcPipeSegment_33879
IfcColumn,H:\BIMCompNet\Metro\IfcColumn\6_IfcColumn_1218
IfcLightFixture,H:\BIMCompNet\OfficeBuilding\IfcLightFixture\8_IfcLightFixture_4
IfcRampFlight,H:\BIMCompNet\OfficeBuilding\IfcRampFlight\8_IfcRampFlight_8
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_1516
IfcFooting,H:\BIMCompNet\Theater\IfcFooting\12_IfcFooting_101
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_88
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_7839
IfcValve,H:\BIMCompNet\EquipmentRoom\IfcValve\0_IfcValve_7
IfcWindow,H:\BIMCompNet\ResidentialBuilding\IfcWindow\10_IfcWindow_26
IfcRampFlight,H:\BIMCompNet\OfficeBuilding\IfcRampFlight\8_IfcRampFlight_4
IfcEnergyConversionDevice,H:\BIMCompNet\Malls\IfcEnergyConversionDevice\5_IfcEnergyConversionDevice_25
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_263
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_46181
IfcPile,H:\BIMCompNet\PublicBuilding\IfcPile\9_IfcPile_9
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_538
IfcRamp,H:\BIMCompNet\School\IfcRamp\11_IfcRamp_16
IfcBuildingElementProxy,H:\BIMCompNet\Hospital\IfcBuildingElementProxy\2_IfcBuildingElementProxy_20
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_31
IfcPile,H:\BIMCompNet\PublicBuilding\IfcPile\9_IfcPile_27
IfcPipeFitting,H:\BIMCompNet\Metro\IfcPipeFitting\6_IfcPipeFitting_1457
IfcFireSuppressionTerminal,H:\BIMCompNet\Metro\IfcFireSuppressionTerminal\6_IfcFireSuppressionTerminal_3
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1628
IfcDuctSilencer,H:\BIMCompNet\Metro\IfcDuctSilencer\6_IfcDuctSilencer_12
IfcFurnishingElement,H:\BIMCompNet\OfficeBuilding\IfcFurniture\8_IfcFurniture_33
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_369
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_27497
IfcAirTerminal,H:\BIMCompNet\OfficeBuilding\IfcAirTerminal\8_IfcAirTerminal_276
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_733
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_147
IfcFooting,H:\BIMCompNet\OfficeBuilding\IfcFooting\8_IfcFooting_118
IfcFlowTreatmentDevice,H:\BIMCompNet\Malls\IfcInterceptor\5_IfcInterceptor_7
IfcFilter,H:\BIMCompNet\Hospital\IfcFilter\2_IfcFilter_7
IfcFlowTreatmentDevice,H:\BIMCompNet\EquipmentRoom\IfcFlowTreatmentDevice\0_IfcFlowTreatmentDevice_0
IfcRoof,H:\BIMCompNet\FactoryBuilding\IfcRoof\1_IfcRoof_45
IfcBuildingElementProxy,H:\BIMCompNet\Malls\IfcBuildingElementProxy\5_IfcBuildingElementProxy_27
IfcFireSuppressionTerminal,H:\BIMCompNet\Hospital\IfcFireSuppressionTerminal\2_IfcFireSuppressionTerminal_24
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_8136
IfcDuctSilencer,H:\BIMCompNet\Hospital\IfcDuctSilencer\2_IfcDuctSilencer_180
IfcCableCarrierFitting,H:\BIMCompNet\School\IfcCableCarrierFitting\11_IfcCableCarrierFitting_418
IfcFilter,H:\BIMCompNet\EquipmentRoom\IfcFilter\0_IfcFilter_9
IfcRampFlight,H:\BIMCompNet\School\IfcRampFlight\11_IfcRampFlight_6
IfcDamper,H:\BIMCompNet\OfficeBuilding\IfcDamper\8_IfcDamper_274
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_70
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_27127
IfcBuildingElementProxy,H:\BIMCompNet\OfficeBuilding\IfcBuildingElementProxy\8_IfcBuildingElementProxy_0
IfcBeam,H:\BIMCompNet\School\IfcBeam\11_IfcBeam_3692
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_92
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_307
IfcReinforcingElement,H:\BIMCompNet\FactoryBuilding\IfcTendon\1_IfcTendon_84
IfcDamper,H:\BIMCompNet\OfficeBuilding\IfcDamper\8_IfcDamper_394
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_13
IfcLightFixture,H:\BIMCompNet\FactoryBuilding\IfcLightFixture\1_IfcLightFixture_3
IfcPlate,H:\BIMCompNet\Hospital\IfcPlate\2_IfcPlate_4
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_121
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_372
IfcFlowMovingDevice,H:\BIMCompNet\PublicBuilding\IfcFlowMovingDevice\9_IfcFlowMovingDevice_5
IfcStair,H:\BIMCompNet\Villa\IfcStair\13_IfcStair_39
IfcFurnishingElement,H:\BIMCompNet\Malls\IfcFurniture\5_IfcFurniture_2
IfcRampFlight,H:\BIMCompNet\Hospital\IfcRampFlight\2_IfcRampFlight_49
IfcPile,H:\BIMCompNet\Museum\IfcPile\7_IfcPile_1
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_5663
IfcRailing,H:\BIMCompNet\Villa\IfcRailing\13_IfcRailing_96
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_124
IfcRampFlight,H:\BIMCompNet\OfficeBuilding\IfcRampFlight\8_IfcRampFlight_26
IfcFlowStorageDevice,H:\BIMCompNet\OfficeBuilding\IfcTank\8_IfcTank_1
IfcLightFixture,H:\BIMCompNet\Metro\IfcLightFixture\6_IfcLightFixture_39
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1488
IfcFlowMovingDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowMovingDevice\8_IfcFlowMovingDevice_68
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcPump\6_IfcPump_36
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_303
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_34
IfcElementComponent,H:\BIMCompNet\Layout\IfcMechanicalFastener\4_IfcMechanicalFastener_0
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_134
IfcRampFlight,H:\BIMCompNet\Hospital\IfcRampFlight\2_IfcRampFlight_5
IfcAirTerminal,H:\BIMCompNet\Metro\IfcAirTerminal\6_IfcAirTerminal_32
IfcCableCarrierFitting,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierFitting\0_IfcCableCarrierFitting_725
IfcColumn,H:\BIMCompNet\FactoryBuilding\IfcColumn\1_IfcColumn_227
IfcColumn,H:\BIMCompNet\PublicBuilding\IfcColumn\9_IfcColumn_3089
IfcRamp,H:\BIMCompNet\Malls\IfcRamp\5_IfcRamp_9
IfcCurtainWall,H:\BIMCompNet\EquipmentRoom\IfcCurtainWall\0_IfcCurtainWall_53
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_108
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_243
IfcPlate,H:\BIMCompNet\Metro\IfcPlate\6_IfcPlate_293
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_2217
IfcReinforcingElement,H:\BIMCompNet\EquipmentRoom\IfcTendonAnchor\0_IfcTendonAnchor_0
IfcSanitaryTerminal,H:\BIMCompNet\PublicBuilding\IfcSanitaryTerminal\9_IfcSanitaryTerminal_5
IfcFurnishingElement,H:\BIMCompNet\Villa\IfcFurniture\13_IfcFurniture_50
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_138
IfcFlowTreatmentDevice,H:\BIMCompNet\Metro\IfcFlowTreatmentDevice\6_IfcFlowTreatmentDevice_6
IfcSanitaryTerminal,H:\BIMCompNet\Hospital\IfcSanitaryTerminal\2_IfcSanitaryTerminal_45
IfcFurnishingElement,H:\BIMCompNet\Hotels\IfcFurniture\3_IfcFurniture_12
