category,instance_path
IfcPipeSegment,H:\BIMCompNet\School\IfcPipeSegment\11_IfcPipeSegment_19131
IfcFlowMovingDevice,H:\BIMCompNet\FactoryBuilding\IfcPump\1_IfcPump_16
IfcDoor,H:\BIMCompNet\EquipmentRoom\IfcDoor\0_IfcDoor_101
IfcSlab,H:\BIMCompNet\OfficeBuilding\IfcSlab\8_IfcSlab_8816
IfcPipeFitting,H:\BIMCompNet\EquipmentRoom\IfcPipeFitting\0_IfcPipeFitting_4122
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_182
IfcWall,H:\BIMCompNet\School\IfcWall\11_IfcWall_12386
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_1
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_730
IfcDamper,H:\BIMCompNet\OfficeBuilding\IfcDamper\8_IfcDamper_252
IfcDoor,H:\BIMCompNet\Villa\IfcDoor\13_IfcDoor_41
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_6258
IfcCableCarrierFitting,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierFitting\8_IfcCableCarrierFitting_537
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_116492
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_329
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_771
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1244
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_18140
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_4931
IfcColumn,H:\BIMCompNet\School\IfcColumn\11_IfcColumn_1062
IfcPipeSegment,H:\BIMCompNet\ResidentialBuilding\IfcPipeSegment\10_IfcPipeSegment_12693
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3801
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_4535
IfcMember,H:\BIMCompNet\Hotels\IfcMember\3_IfcMember_518
IfcDoor,H:\BIMCompNet\School\IfcDoor\11_IfcDoor_23
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_660
IfcAirTerminal,H:\BIMCompNet\OfficeBuilding\IfcAirTerminal\8_IfcAirTerminal_43
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_4409
IfcDoor,H:\BIMCompNet\PublicBuilding\IfcDoor\9_IfcDoor_310
IfcValve,H:\BIMCompNet\Malls\IfcValve\5_IfcValve_26
IfcFooting,H:\BIMCompNet\Malls\IfcFooting\5_IfcFooting_26
IfcColumn,H:\BIMCompNet\Layout\IfcColumn\4_IfcColumn_44
IfcMember,H:\BIMCompNet\Metro\IfcMember\6_IfcMember_125
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_1886
IfcColumn,H:\BIMCompNet\Layout\IfcColumn\4_IfcColumn_779
IfcAirTerminal,H:\BIMCompNet\School\IfcAirTerminal\11_IfcAirTerminal_91
IfcFlowMovingDevice,H:\BIMCompNet\OfficeBuilding\IfcFlowMovingDevice\8_IfcFlowMovingDevice_7
IfcCurtainWall,H:\BIMCompNet\Metro\IfcCurtainWall\6_IfcCurtainWall_163
IfcDuctFitting,H:\BIMCompNet\School\IfcDuctFitting\11_IfcDuctFitting_228
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_237
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_482
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_453
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_42325
IfcCableCarrierFitting,H:\BIMCompNet\Hospital\IfcCableCarrierFitting\2_IfcCableCarrierFitting_1109
IfcValve,H:\BIMCompNet\EquipmentRoom\IfcValve\0_IfcValve_258
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_7319
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_1736
IfcCableCarrierSegment,H:\BIMCompNet\Hospital\IfcCableCarrierSegment\2_IfcCableCarrierSegment_9113
IfcStairFlight,H:\BIMCompNet\PublicBuilding\IfcStairFlight\9_IfcStairFlight_250
IfcCableCarrierSegment,H:\BIMCompNet\School\IfcCableCarrierSegment\11_IfcCableCarrierSegment_3104
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_48
IfcSlab,H:\BIMCompNet\Metro\IfcSlab\6_IfcSlab_1279
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_865
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_24361
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_2071
IfcWindow,H:\BIMCompNet\FactoryBuilding\IfcWindow\1_IfcWindow_87
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_34
IfcWindow,H:\BIMCompNet\PublicBuilding\IfcWindow\9_IfcWindow_24
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_10513
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_171
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_869
IfcDamper,H:\BIMCompNet\OfficeBuilding\IfcDamper\8_IfcDamper_18
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3498
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_285
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_1091
IfcStairFlight,H:\BIMCompNet\Hotels\IfcStairFlight\3_IfcStairFlight_207
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_349
IfcWall,H:\BIMCompNet\ResidentialBuilding\IfcWall\10_IfcWall_5713
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_297
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_11896
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_11227
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_122722
IfcFooting,H:\BIMCompNet\School\IfcFooting\11_IfcFooting_129
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_241
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_200
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_543
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_639
IfcWall,H:\BIMCompNet\Malls\IfcWall\5_IfcWall_8128
IfcCableCarrierFitting,H:\BIMCompNet\School\IfcCableCarrierFitting\11_IfcCableCarrierFitting_129
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_274
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_1013
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_80
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_338
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_669
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_8039
IfcColumn,H:\BIMCompNet\Layout\IfcColumn\4_IfcColumn_648
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_48141
IfcCurtainWall,H:\BIMCompNet\FactoryBuilding\IfcCurtainWall\1_IfcCurtainWall_17
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_5409
IfcFooting,H:\BIMCompNet\EquipmentRoom\IfcFooting\0_IfcFooting_85
IfcDuctFitting,H:\BIMCompNet\Theater\IfcDuctFitting\12_IfcDuctFitting_748
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_4389
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_99
IfcValve,H:\BIMCompNet\FactoryBuilding\IfcValve\1_IfcValve_3
IfcRailing,H:\BIMCompNet\School\IfcRailing\11_IfcRailing_76
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_131
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_16401
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_876
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_414
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_391
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_440
IfcFlowMovingDevice,H:\BIMCompNet\FactoryBuilding\IfcFlowMovingDevice\1_IfcFlowMovingDevice_5
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_3540
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_2059
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWall\9_IfcWall_12914
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_411
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_41
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_618
IfcDamper,H:\BIMCompNet\School\IfcDamper\11_IfcDamper_32
IfcValve,H:\BIMCompNet\FactoryBuilding\IfcValve\1_IfcValve_19
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_1378
IfcDuctSegment,H:\BIMCompNet\PublicBuilding\IfcDuctSegment\9_IfcDuctSegment_435
IfcMember,H:\BIMCompNet\Metro\IfcMember\6_IfcMember_248
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_22090
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_6151
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_931
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_6755
IfcDoor,H:\BIMCompNet\School\IfcDoor\11_IfcDoor_69
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_38159
IfcDuctFitting,H:\BIMCompNet\School\IfcDuctFitting\11_IfcDuctFitting_1173
IfcValve,H:\BIMCompNet\ResidentialBuilding\IfcValve\10_IfcValve_54
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1132
IfcRailing,H:\BIMCompNet\OfficeBuilding\IfcRailing\8_IfcRailing_1155
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_873
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_597
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_345
IfcCableCarrierSegment,H:\BIMCompNet\EquipmentRoom\IfcCableCarrierSegment\0_IfcCableCarrierSegment_4266
IfcCurtainWall,H:\BIMCompNet\Metro\IfcCurtainWall\6_IfcCurtainWall_21
IfcAirTerminal,H:\BIMCompNet\EquipmentRoom\IfcAirTerminal\0_IfcAirTerminal_17
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcMechanicalFastener\0_IfcMechanicalFastener_38
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_1273
IfcElementComponent,H:\BIMCompNet\Layout\IfcDiscreteAccessory\4_IfcDiscreteAccessory_1
IfcMember,H:\BIMCompNet\Theater\IfcMember\12_IfcMember_6
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_5524
IfcWindow,H:\BIMCompNet\Hotels\IfcWindow\3_IfcWindow_18
IfcWindow,H:\BIMCompNet\FactoryBuilding\IfcWindow\1_IfcWindow_54
IfcPipeSegment,H:\BIMCompNet\Malls\IfcPipeSegment\5_IfcPipeSegment_27682
IfcRailing,H:\BIMCompNet\Theater\IfcRailing\12_IfcRailing_510
IfcPipeFitting,H:\BIMCompNet\EquipmentRoom\IfcPipeFitting\0_IfcPipeFitting_696
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_420
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_211
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_120
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_906
IfcMember,H:\BIMCompNet\FactoryBuilding\IfcMember\1_IfcMember_42
IfcElementComponent,H:\BIMCompNet\Metro\IfcDiscreteAccessory\6_IfcDiscreteAccessory_23
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_2948
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_4239
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_787
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_141336
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_11484
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_369
IfcBeam,H:\BIMCompNet\PublicBuilding\IfcBeam\9_IfcBeam_368
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_7833
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_11142
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_4394
IfcPipeFitting,H:\BIMCompNet\OfficeBuilding\IfcPipeFitting\8_IfcPipeFitting_4046
IfcFlowMovingDevice,H:\BIMCompNet\Theater\IfcPump\12_IfcPump_3
IfcDuctFitting,H:\BIMCompNet\OfficeBuilding\IfcDuctFitting\8_IfcDuctFitting_399
IfcFooting,H:\BIMCompNet\PublicBuilding\IfcFooting\9_IfcFooting_792
IfcCableCarrierFitting,H:\BIMCompNet\Metro\IfcCableCarrierFitting\6_IfcCableCarrierFitting_295
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_9455
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_27754
IfcStair,H:\BIMCompNet\Hotels\IfcStair\3_IfcStair_94
IfcStair,H:\BIMCompNet\Hotels\IfcStair\3_IfcStair_83
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1667
IfcPipeSegment,H:\BIMCompNet\ResidentialBuilding\IfcPipeSegment\10_IfcPipeSegment_7541
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_631
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_690
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_143620
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_83
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_386
IfcDoor,H:\BIMCompNet\School\IfcDoor\11_IfcDoor_307
IfcDoor,H:\BIMCompNet\Hospital\IfcDoor\2_IfcDoor_373
IfcDuctSegment,H:\BIMCompNet\School\IfcDuctSegment\11_IfcDuctSegment_8126
IfcStair,H:\BIMCompNet\Theater\IfcStair\12_IfcStair_130
IfcMember,H:\BIMCompNet\School\IfcMember\11_IfcMember_55
IfcPipeSegment,H:\BIMCompNet\OfficeBuilding\IfcPipeSegment\8_IfcPipeSegment_39866
IfcFlowMovingDevice,H:\BIMCompNet\Metro\IfcFlowMovingDevice\6_IfcFlowMovingDevice_12
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_5426
IfcWindow,H:\BIMCompNet\OfficeBuilding\IfcWindow\8_IfcWindow_143
IfcRailing,H:\BIMCompNet\Hospital\IfcRailing\2_IfcRailing_633
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_2937
IfcFlowMovingDevice,H:\BIMCompNet\EquipmentRoom\IfcFlowMovingDevice\0_IfcFlowMovingDevice_142
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_187
IfcCableCarrierFitting,H:\BIMCompNet\PublicBuilding\IfcCableCarrierFitting\9_IfcCableCarrierFitting_121
IfcDuctSegment,H:\BIMCompNet\Metro\IfcDuctSegment\6_IfcDuctSegment_8967
IfcDuctFitting,H:\BIMCompNet\Metro\IfcDuctFitting\6_IfcDuctFitting_1316
IfcDuctFitting,H:\BIMCompNet\Theater\IfcDuctFitting\12_IfcDuctFitting_1079
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_25218
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_5625
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_310
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_513
IfcCurtainWall,H:\BIMCompNet\OfficeBuilding\IfcCurtainWall\8_IfcCurtainWall_463
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_1042
IfcStairFlight,H:\BIMCompNet\School\IfcStairFlight\11_IfcStairFlight_477
IfcStair,H:\BIMCompNet\Hospital\IfcStair\2_IfcStair_309
IfcColumn,H:\BIMCompNet\Theater\IfcColumn\12_IfcColumn_4271
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_14026
IfcStairFlight,H:\BIMCompNet\Hospital\IfcStairFlight\2_IfcStairFlight_165
IfcStairFlight,H:\BIMCompNet\OfficeBuilding\IfcStairFlight\8_IfcStairFlight_294
IfcCableCarrierSegment,H:\BIMCompNet\Hotels\IfcCableCarrierSegment\3_IfcCableCarrierSegment_460
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_11050
IfcValve,H:\BIMCompNet\Hospital\IfcValve\2_IfcValve_152
IfcCovering,H:\BIMCompNet\Malls\IfcCovering\5_IfcCovering_152
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_784
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_321
IfcFlowMovingDevice,H:\BIMCompNet\FactoryBuilding\IfcPump\1_IfcPump_23
IfcDoor,H:\BIMCompNet\Hospital\IfcDoor\2_IfcDoor_354
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_10351
IfcColumn,H:\BIMCompNet\Hospital\IfcColumn\2_IfcColumn_4211
IfcDamper,H:\BIMCompNet\Hospital\IfcDamper\2_IfcDamper_402
IfcDoor,H:\BIMCompNet\OfficeBuilding\IfcDoor\8_IfcDoor_53
IfcCableCarrierSegment,H:\BIMCompNet\OfficeBuilding\IfcCableCarrierSegment\8_IfcCableCarrierSegment_3277
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_198
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_437
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_1307
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_2598
IfcSlab,H:\BIMCompNet\Villa\IfcSlab\13_IfcSlab_362
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_31
IfcStair,H:\BIMCompNet\Hotels\IfcStair\3_IfcStair_84
IfcAirTerminal,H:\BIMCompNet\OfficeBuilding\IfcAirTerminal\8_IfcAirTerminal_245
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_866
IfcDoor,H:\BIMCompNet\PublicBuilding\IfcDoor\9_IfcDoor_353
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_1021
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_20415
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_20
IfcCurtainWall,H:\BIMCompNet\Hospital\IfcCurtainWall\2_IfcCurtainWall_1469
IfcPipeSegment,H:\BIMCompNet\Theater\IfcPipeSegment\12_IfcPipeSegment_3619
IfcWall,H:\BIMCompNet\OfficeBuilding\IfcWall\8_IfcWall_9953
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_238
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1106
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_233
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_1078
IfcColumn,H:\BIMCompNet\Malls\IfcColumn\5_IfcColumn_4766
IfcSlab,H:\BIMCompNet\Malls\IfcSlab\5_IfcSlab_5458
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_1198
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_8760
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_593
IfcDuctFitting,H:\BIMCompNet\Hospital\IfcDuctFitting\2_IfcDuctFitting_3206
IfcCurtainWall,H:\BIMCompNet\Hotels\IfcCurtainWall\3_IfcCurtainWall_591
IfcPipeFitting,H:\BIMCompNet\FactoryBuilding\IfcPipeFitting\1_IfcPipeFitting_614
IfcCableCarrierSegment,H:\BIMCompNet\Metro\IfcCableCarrierSegment\6_IfcCableCarrierSegment_10738
IfcValve,H:\BIMCompNet\Theater\IfcValve\12_IfcValve_19
IfcDoor,H:\BIMCompNet\Hotels\IfcDoor\3_IfcDoor_142
IfcStair,H:\BIMCompNet\OfficeBuilding\IfcStair\8_IfcStair_496
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_38472
IfcSlab,H:\BIMCompNet\School\IfcSlab\11_IfcSlab_1528
IfcRailing,H:\BIMCompNet\Malls\IfcRailing\5_IfcRailing_183
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_15182
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_1
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_564
IfcDoor,H:\BIMCompNet\Malls\IfcDoor\5_IfcDoor_350
IfcCurtainWall,H:\BIMCompNet\Malls\IfcCurtainWall\5_IfcCurtainWall_1033
IfcBeam,H:\BIMCompNet\Hospital\IfcBeam\2_IfcBeam_272
IfcWall,H:\BIMCompNet\Hospital\IfcWall\2_IfcWall_5362
IfcDuctFitting,H:\BIMCompNet\Malls\IfcDuctFitting\5_IfcDuctFitting_589
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_1735
IfcPipeSegment,H:\BIMCompNet\EquipmentRoom\IfcPipeSegment\0_IfcPipeSegment_3005
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_3338
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_19878
IfcBeam,H:\BIMCompNet\OfficeBuilding\IfcBeam\8_IfcBeam_21452
IfcValve,H:\BIMCompNet\Metro\IfcValve\6_IfcValve_154
IfcFlowMovingDevice,H:\BIMCompNet\Hospital\IfcFlowMovingDevice\2_IfcFlowMovingDevice_67
IfcRailing,H:\BIMCompNet\FactoryBuilding\IfcRailing\1_IfcRailing_22
IfcCableCarrierFitting,H:\BIMCompNet\Malls\IfcCableCarrierFitting\5_IfcCableCarrierFitting_478
IfcMember,H:\BIMCompNet\OfficeBuilding\IfcMember\8_IfcMember_591
IfcMember,H:\BIMCompNet\School\IfcMember\11_IfcMember_184
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_8437
IfcMember,H:\BIMCompNet\Hospital\IfcMember\2_IfcMember_44
IfcDoor,H:\BIMCompNet\PublicBuilding\IfcDoor\9_IfcDoor_233
IfcWindow,H:\BIMCompNet\Hospital\IfcWindow\2_IfcWindow_72
IfcDamper,H:\BIMCompNet\Metro\IfcDamper\6_IfcDamper_152
IfcPipeSegment,H:\BIMCompNet\Hospital\IfcPipeSegment\2_IfcPipeSegment_28270
IfcWindow,H:\BIMCompNet\School\IfcWindow\11_IfcWindow_77
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_1149
IfcDuctSegment,H:\BIMCompNet\EquipmentRoom\IfcDuctSegment\0_IfcDuctSegment_7749
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_1659
IfcPipeFitting,H:\BIMCompNet\Hospital\IfcPipeFitting\2_IfcPipeFitting_6961
IfcSlab,H:\BIMCompNet\Hospital\IfcSlab\2_IfcSlab_6853
IfcValve,H:\BIMCompNet\ResidentialBuilding\IfcValve\10_IfcValve_62
IfcDuctSegment,H:\BIMCompNet\Hotels\IfcDuctSegment\3_IfcDuctSegment_3221
IfcDamper,H:\BIMCompNet\Theater\IfcDamper\12_IfcDamper_15
IfcStairFlight,H:\BIMCompNet\Malls\IfcStairFlight\5_IfcStairFlight_123
IfcWall,H:\BIMCompNet\Theater\IfcWall\12_IfcWall_5839
IfcDuctSegment,H:\BIMCompNet\Hospital\IfcDuctSegment\2_IfcDuctSegment_31131
IfcElementComponent,H:\BIMCompNet\EquipmentRoom\IfcDiscreteAccessory\0_IfcDiscreteAccessory_552
IfcColumn,H:\BIMCompNet\Hotels\IfcColumn\3_IfcColumn_109
IfcBeam,H:\BIMCompNet\Malls\IfcBeam\5_IfcBeam_2003
IfcCovering,H:\BIMCompNet\Metro\IfcCovering\6_IfcCovering_2859
IfcDuctSegment,H:\BIMCompNet\OfficeBuilding\IfcDuctSegment\8_IfcDuctSegment_4023
IfcWall,H:\BIMCompNet\PublicBuilding\IfcWall\9_IfcWall_11722
IfcCovering,H:\BIMCompNet\Hotels\IfcCovering\3_IfcCovering_7265
IfcStairFlight,H:\BIMCompNet\Hotels\IfcStairFlight\3_IfcStairFlight_99
IfcDoor,H:\BIMCompNet\EquipmentRoom\IfcDoor\0_IfcDoor_3
IfcAirTerminal,H:\BIMCompNet\Hospital\IfcAirTerminal\2_IfcAirTerminal_188
IfcDuctSegment,H:\BIMCompNet\Malls\IfcDuctSegment\5_IfcDuctSegment_1090
